order_item_id,order_id,product_id,quantity
150,48,375,1
151,48,290,5
152,49,117,1
153,49,195,5
154,49,264,5
155,49,388,5
156,49,370,5
157,50,301,2
158,51,11,5
159,51,225,4
160,52,150,1
161,52,371,4
162,52,270,3
163,53,492,3
164,53,67,2
165,53,418,5
166,54,321,2
167,55,165,3
168,55,71,1
169,55,469,1
170,56,27,5
171,56,279,4
172,57,496,4
173,57,376,4
174,58,340,2
175,59,494,2
176,59,266,2
177,59,243,2
178,59,29,1
179,60,448,2
180,60,471,4
181,60,257,2
182,61,101,5
183,62,262,3
184,62,423,5
185,63,239,4
186,63,139,1
187,63,115,3
188,63,492,5
189,64,272,2
190,64,267,5
191,64,121,1
192,64,124,4
193,64,201,3
194,65,222,1
195,66,151,1
196,66,366,5
197,66,497,5
198,66,238,5
199,66,487,1
200,67,345,3
201,67,320,1
202,67,329,2
203,67,353,1
204,68,63,5
205,68,454,4
206,68,394,4
207,68,142,2
208,68,84,1
209,69,130,5
210,69,201,4
211,69,410,2
212,69,414,5
213,70,152,1
214,70,200,4
215,70,429,5
216,70,40,1
217,71,232,5
218,71,234,3
219,72,63,3
220,72,242,5
221,72,218,5
222,72,167,5
223,72,436,5
224,73,113,5
225,73,457,1
226,74,368,3
227,74,75,5
228,74,248,1
229,74,18,3
230,75,268,3
231,76,434,2
232,76,66,5
233,76,122,2
234,76,463,1
235,77,256,1
236,77,92,2
237,77,298,4
238,77,25,2
239,78,329,1
240,78,252,5
241,78,445,3
242,79,372,5
243,80,499,1
244,80,45,4
245,80,101,3
246,81,188,5
247,81,76,1
248,81,481,1
249,82,180,2
250,82,315,1
251,83,466,1
252,83,245,5
253,83,332,2
254,84,350,4
255,84,68,2
256,84,424,1
257,84,338,2
258,84,80,1
259,85,259,4
260,85,439,1
261,85,386,4
262,85,120,3
263,86,373,3
264,86,311,4
265,87,76,3
266,88,313,1
267,88,450,2
268,88,275,2
269,88,340,2
270,89,351,4
271,90,423,2
272,91,277,5
273,92,95,4
274,92,348,2
275,92,387,1
276,92,346,1
277,92,191,3
278,93,440,2
279,94,180,2
280,95,261,1
281,96,29,4
282,96,83,1
283,96,236,4
284,97,280,5
285,97,483,5
286,97,52,2
287,97,87,2
288,98,113,3
289,98,142,3
290,99,339,2
291,99,75,1
292,100,349,4
293,100,256,2
294,100,265,1
295,100,57,3
296,101,244,3
297,101,213,4
298,102,225,4
299,102,426,4
300,102,12,2
301,103,353,3
302,104,210,2
303,105,29,1
304,105,348,3
305,105,72,2
306,106,465,1
307,107,334,3
308,107,62,1
309,107,63,1
310,107,437,4
311,108,165,5
312,108,173,2
313,108,487,1
314,109,350,5
315,110,388,2
316,110,33,3
317,110,355,3
318,111,64,5
319,111,193,3
320,111,50,4
321,112,127,1
322,112,401,5
323,112,238,2
324,113,382,4
325,113,262,5
326,114,421,2
327,114,121,2
328,114,412,2
329,114,486,4
330,114,94,4
331,115,430,5
332,115,13,3
333,115,306,2
334,115,283,3
335,116,182,1
336,116,355,4
337,117,63,2
338,118,257,1
339,118,274,2
340,118,438,1
341,119,192,3
342,119,472,2
343,119,390,3
344,120,296,5
345,120,317,4
346,120,128,1
347,120,441,2
348,120,1,1
349,121,207,1
350,122,268,1
351,122,491,1
352,122,14,2
353,122,159,1
354,122,395,2
355,123,63,1
356,123,26,4
357,123,303,1
358,123,344,1
359,124,372,4
360,124,293,4
361,125,482,5
362,125,215,4
363,125,441,4
364,126,13,2
365,126,100,1
366,126,146,4
367,126,293,2
368,126,401,5
369,127,357,3
370,127,430,5
371,128,188,4
372,128,186,3
373,129,16,4
374,129,278,1
375,129,175,4
376,129,226,4
377,129,154,1
378,130,172,5
379,130,210,5
380,130,150,4
381,131,121,3
382,131,79,4
383,131,78,5
384,132,120,1
385,132,55,3
386,132,415,5
387,132,274,5
388,133,216,2
389,133,1,4
390,133,301,2
391,133,316,3
392,133,101,2
393,134,307,2
394,135,81,5
395,135,10,2
396,135,417,3
397,135,145,1
398,136,413,3
399,137,36,2
400,137,231,5
401,138,26,1
402,139,420,2
403,139,315,2
404,139,500,3
405,139,228,4
406,139,123,1
407,140,338,5
408,140,84,5
409,140,175,5
410,141,359,2
411,141,362,5
412,141,205,1
413,141,393,2
414,141,244,1
415,142,292,5
416,142,229,1
417,142,399,5
418,142,91,5
419,143,330,3
420,143,443,1
421,143,274,4
422,144,406,3
423,144,440,2
424,145,293,1
425,146,182,3
426,146,322,4
427,146,230,5
428,146,359,5
429,146,109,4
430,147,174,5
431,147,351,4
432,147,282,1
433,147,418,1
434,148,367,3
435,148,355,2
436,148,374,2
437,149,21,3
438,149,318,3
439,149,492,4
440,149,465,4
441,150,18,1
442,150,454,3
443,151,213,5
444,151,399,5
445,152,27,2
446,152,284,3
447,152,296,2
448,152,222,5
449,152,140,2
450,153,53,5
451,154,251,1
452,154,212,2
453,154,232,5
454,154,357,3
455,155,374,1
456,155,40,3
457,155,457,2
458,156,496,5
459,157,77,4
460,158,413,4
461,159,459,4
462,159,198,2
463,160,498,4
464,161,255,3
465,161,65,3
466,162,477,5
467,162,7,4
468,162,423,4
469,162,291,3
470,163,7,4
471,163,233,2
472,163,34,2
473,164,80,4
474,164,458,3
475,164,457,3
476,164,183,3
477,164,69,4
478,165,478,5
479,165,228,1
480,165,209,1
481,166,430,1
482,166,437,1
483,167,215,3
484,167,430,3
485,167,165,2
486,168,384,3
487,169,247,3
488,170,322,5
489,170,454,2
490,171,235,1
491,171,81,4
492,171,454,3
493,171,339,5
494,171,231,2
495,172,181,2
496,172,318,3
497,173,100,3
498,173,286,3
499,174,462,5
500,174,67,5
501,174,127,1
502,174,353,1
503,174,78,4
504,175,19,4
505,176,250,1
506,176,269,1
507,177,221,5
508,177,268,2
509,177,415,5
510,177,301,3
511,177,125,3
512,178,142,3
513,178,322,4
514,179,69,5
515,180,29,5
516,180,415,3
517,180,112,1
518,181,283,4
519,181,450,1
520,181,272,3
521,182,377,2
522,182,493,1
523,182,449,5
524,182,48,4
525,182,291,2
526,183,120,2
527,183,379,3
528,184,291,3
529,185,316,4
530,186,97,2
531,186,431,3
532,187,14,5
533,187,346,2
534,187,187,5
535,188,279,2
536,188,121,4
537,188,125,5
538,188,496,4
539,188,101,2
540,189,168,5
541,189,382,1
542,190,427,2
543,190,463,5
544,190,282,5
545,191,309,5
546,191,354,1
547,191,174,3
548,191,292,5
549,191,383,5
550,192,166,5
551,193,35,4
552,193,180,4
553,193,176,3
554,194,155,2
555,194,69,4
556,194,433,2
557,194,450,1
558,195,213,2
559,196,151,5
560,196,238,4
561,196,20,1
562,196,143,3
563,197,272,1
564,197,468,3
565,198,460,2
566,198,498,5
567,198,313,3
568,198,56,3
569,198,310,4
570,199,110,4
571,199,101,4
572,199,326,5
573,199,338,5
574,200,262,3
575,200,10,4
576,201,59,2
577,202,102,4
578,203,441,5
579,203,6,1
580,203,470,5
581,203,139,1
582,204,305,3
583,204,290,4
584,204,240,5
585,204,11,4
586,205,52,5
587,205,11,1
588,206,250,1
589,206,381,2
590,207,86,3
591,207,421,3
592,207,444,4
593,207,94,5
594,208,37,2
595,208,289,2
596,208,5,2
597,209,38,2
598,209,60,5
599,210,219,1
600,210,316,5
601,210,329,4
602,210,467,4
603,210,382,1
604,211,8,1
605,211,316,5
606,211,407,3
607,211,158,4
608,212,394,1
609,212,130,4
610,213,175,3
611,213,380,3
612,213,260,2
613,213,490,4
614,213,339,5
615,214,339,3
616,214,38,2
617,214,321,3
618,214,20,1
619,214,498,3
620,215,151,3
621,215,255,5
622,216,460,2
623,216,422,1
624,217,34,5
625,217,394,5
626,217,26,2
627,217,242,3
628,217,372,3
629,218,184,5
630,218,37,1
631,218,445,4
632,218,115,2
633,219,233,3
634,219,426,2
635,219,154,2
636,219,437,5
637,220,68,5
638,220,163,5
639,220,373,1
640,220,294,4
641,221,432,2
642,221,16,4
643,221,335,1
644,221,366,3
645,221,462,2
646,222,232,4
647,222,121,2
648,223,467,2
649,223,212,5
650,224,58,4
651,224,479,5
652,224,240,1
653,224,57,2
654,225,428,4
655,225,98,5
656,225,174,1
657,225,270,1
658,225,54,3
659,226,153,3
660,226,330,1
661,227,161,5
662,227,233,2
663,228,160,1
664,228,92,2
665,228,37,3
666,229,317,3
667,229,406,3
668,229,203,3
669,229,47,1
670,230,169,4
671,231,292,2
672,231,250,1
673,231,310,3
674,231,281,2
675,231,156,2
676,232,364,1
677,232,491,1
678,232,319,4
679,232,44,3
680,233,180,4
681,233,175,3
682,233,480,2
683,233,21,1
684,234,335,1
685,234,485,1
686,235,276,3
687,235,384,2
688,235,208,2
689,235,405,2
690,236,156,2
691,237,329,3
692,238,76,3
693,238,454,4
694,239,134,2
695,240,481,1
696,240,152,2
697,240,257,4
698,240,162,4
699,240,25,2
700,241,173,5
701,241,11,2
702,241,288,2
703,242,434,1
704,243,163,4
705,243,459,3
706,243,380,2
707,243,353,1
708,243,282,5
709,244,82,5
710,244,197,3
711,245,339,2
712,245,193,1
713,245,157,1
714,246,302,2
715,246,60,1
716,247,251,5
717,247,224,2
718,247,335,3
719,247,175,4
720,247,471,1
721,248,456,2
722,248,267,1
723,248,391,5
724,248,217,5
725,249,235,5
726,249,297,4
727,250,99,5
728,250,129,3
729,250,285,5
730,250,110,1
731,250,90,4
732,251,73,5
733,251,206,1
734,251,258,1
735,252,181,4
736,252,32,3
737,252,49,3
738,252,239,4
739,253,17,1
740,253,113,4
741,253,331,5
742,254,184,4
743,255,219,3
744,255,220,1
745,256,378,2
746,256,214,1
747,256,287,1
748,256,4,2
749,256,60,5
750,257,493,5
751,258,360,5
752,259,374,4
753,259,30,4
754,259,344,3
755,259,158,5
756,260,152,3
757,260,448,1
758,260,488,5
759,261,285,2
760,261,257,4
761,261,172,2
762,261,453,1
763,261,6,5
764,262,14,1
765,262,158,5
766,263,267,3
767,264,68,3
768,264,301,4
769,264,395,2
770,264,209,1
771,264,9,5
772,265,119,2
773,265,437,2
774,265,282,2
775,265,157,1
776,266,392,3
777,266,201,2
778,266,119,5
779,267,216,3
780,267,436,2
781,267,258,2
782,267,74,5
783,268,176,3
784,269,158,2
785,269,469,5
786,269,108,5
787,269,361,3
788,270,414,3
789,270,230,2
790,270,182,5
791,271,186,4
792,271,16,3
793,272,37,5
794,272,97,1
795,272,406,4
796,273,447,2
797,273,129,5
798,273,128,4
799,274,68,2
800,274,354,2
801,274,396,1
802,274,2,2
803,274,96,2
804,275,458,2
805,275,337,2
806,275,5,5
807,275,118,5
808,276,312,2
809,276,372,4
810,276,243,1
811,276,408,1
812,276,31,3
813,277,32,1
814,277,217,1
815,278,148,4
816,278,56,5
817,278,450,4
818,278,13,4
819,278,415,4
820,279,97,2
821,279,458,5
822,279,72,4
823,280,341,4
824,280,328,4
825,281,474,3
826,281,207,2
827,282,227,5
828,283,365,4
829,283,448,2
830,283,438,2
831,284,369,3
832,284,341,2
833,284,482,4
834,284,10,5
835,284,417,1
836,285,495,2
837,285,380,2
838,285,151,5
839,285,490,1
840,286,224,1
841,286,309,5
842,286,453,1
843,286,46,5
844,286,298,5
845,287,466,4
846,288,164,2
847,288,169,4
848,288,360,3
849,289,254,1
850,289,441,1
851,290,476,1
852,290,57,2
853,290,470,2
854,291,434,2
855,291,198,5
856,292,147,4
857,292,481,5
858,292,41,2
859,292,36,4
860,293,334,5
861,293,26,5
862,293,125,2
863,293,485,1
864,294,487,4
865,294,357,3
866,295,11,3
867,295,413,4
868,295,125,1
869,295,222,4
870,295,365,5
871,296,306,2
872,296,251,1
873,296,76,5
874,296,303,1
875,296,334,1
876,297,468,1
877,298,179,3
878,298,492,4
879,298,181,3
880,298,140,3
881,298,6,5
882,299,446,5
883,299,12,1
884,299,451,4
885,299,113,1
886,300,418,5
887,300,138,1
888,300,248,4
889,300,149,5
890,301,125,5
891,301,73,3
892,302,121,4
893,302,456,2
894,303,75,3
895,303,102,4
896,303,13,4
897,303,355,2
898,304,360,4
899,305,198,4
900,305,469,5
901,306,63,5
902,306,451,3
903,307,397,1
904,307,174,5
905,307,89,4
906,307,488,2
907,307,361,3
908,308,308,4
909,308,184,2
910,309,136,3
911,309,483,2
912,309,348,2
913,309,276,3
914,309,252,2
915,310,300,2
916,310,30,3
917,310,303,2
918,311,387,2
919,311,393,4
920,311,300,2
921,311,397,3
922,312,154,1
923,312,288,3
924,312,108,1
925,313,434,3
926,314,173,5
927,314,336,5
928,314,444,4
929,315,36,5
930,316,327,4
931,316,233,2
932,317,200,4
933,317,256,4
934,317,163,5
935,317,329,1
936,317,387,4
937,318,159,4
938,318,174,1
939,319,238,1
940,320,263,3
941,320,12,1
942,320,210,2
943,320,181,4
944,321,244,1
945,321,69,3
946,321,104,4
947,322,405,2
948,322,79,1
949,322,24,4
950,323,184,4
951,323,250,4
952,323,294,3
953,323,221,5
954,324,354,2
955,325,117,3
956,325,393,4
957,325,152,4
958,326,383,5
959,326,87,4
960,326,119,4
961,326,204,2
962,327,282,1
963,327,462,2
964,327,496,1
965,327,219,3
966,328,319,4
967,328,253,4
968,328,255,3
969,329,130,5
970,330,469,4
971,330,413,5
972,330,16,2
973,331,425,5
974,331,44,1
975,331,384,1
976,332,339,3
977,332,192,2
978,332,220,5
979,333,234,5
980,333,343,1
981,334,208,3
982,334,74,5
983,335,396,3
984,336,247,2
985,336,241,2
986,336,471,5
987,336,312,2
988,337,174,4
989,337,404,5
990,337,374,4
991,337,28,2
992,337,78,4
993,338,434,1
994,338,347,3
995,339,117,3
996,340,99,5
997,341,269,1
998,341,499,3
999,341,434,1
1000,341,161,2
1001,342,432,1
1002,343,393,5
1003,344,198,4
1004,345,118,3
1005,345,448,2
1006,345,214,2
1007,345,279,4
1008,346,475,4
1009,346,500,1
1010,346,238,1
1011,347,176,3
1012,347,273,5
1013,347,376,4
1014,348,260,3
1015,348,448,1
1016,349,266,1
1017,350,425,1
1018,351,435,2
1019,351,73,3
1020,351,47,1
1021,352,217,5
1022,352,371,4
1023,352,212,1
1024,352,247,5
1025,353,200,2
1026,353,390,2
1027,353,196,5
1028,353,149,2
1029,353,181,4
1030,354,105,1
1031,354,63,4
1032,355,225,2
1033,355,205,1
1034,355,13,1
1035,356,228,3
1036,356,235,2
1037,356,98,2
1038,356,331,5
1039,357,136,3
1040,357,41,1
1041,357,139,2
1042,357,463,4
1043,358,246,5
1044,358,418,5
1045,358,427,5
1046,359,90,4
1047,360,30,5
1048,360,315,2
1049,361,84,1
1050,361,462,2
1051,361,187,1
1052,362,272,3
1053,362,233,4
1054,362,426,4
1055,362,184,1
1056,362,175,1
1057,363,244,5
1058,363,182,4
1059,363,350,1
1060,364,68,5
1061,365,288,4
1062,366,99,3
1063,367,475,1
1064,368,101,1
1065,368,276,1
1066,368,215,1
1067,368,38,5
1068,369,28,3
1069,369,53,2
1070,370,386,2
1071,370,478,4
1072,370,346,5
1073,371,24,3
1074,372,458,4
1075,372,20,2
1076,372,261,5
1077,372,273,3
1078,373,308,4
1079,374,445,3
1080,374,279,1
1081,375,134,5
1082,375,135,1
1083,375,225,3
1084,375,145,4
1085,375,200,5
1086,376,128,1
1087,376,87,5
1088,377,293,4
1089,377,166,4
1090,378,455,5
1091,378,457,2
1092,378,177,2
1093,378,101,3
1094,378,271,4
1095,379,359,1
1096,379,137,5
1097,380,43,5
1098,380,239,4
1099,380,463,2
1100,381,279,5
1101,382,238,4
1102,382,266,5
1103,383,331,5
1104,383,188,4
1105,383,212,4
1106,383,263,2
1107,383,241,4
1108,384,373,5
1109,384,429,5
1110,384,314,1
1111,384,186,5
1112,384,197,3
1113,385,338,1
1114,385,209,4
1115,385,224,2
1116,385,179,3
1117,385,74,5
1118,386,283,3
1119,386,419,5
1120,386,194,1
1121,386,384,1
1122,387,169,1
1123,388,259,3
1124,389,339,4
1125,389,382,3
1126,390,380,1
1127,391,75,1
1128,391,416,3
1129,392,123,4
1130,392,165,5
1131,392,297,5
1132,392,430,1
1133,392,166,5
1134,393,178,4
1135,393,69,2
1136,394,126,5
1137,394,489,2
1138,394,472,4
1139,394,341,4
1140,395,224,4
1141,396,204,2
1142,397,3,1
1143,397,477,4
1144,397,317,5
1145,398,447,1
1146,398,207,1
1147,399,488,5
1148,399,363,3
1149,399,276,4
1150,399,485,1
1151,399,32,4
1152,400,313,2
1153,400,122,2
1154,400,372,4
1155,400,93,4
1156,400,126,2
1157,401,357,1
1158,401,175,1
1159,401,352,5
1160,401,131,4
1161,402,62,1
1162,402,36,2
1163,403,433,2
1164,404,87,2
1165,404,92,1
1166,404,59,4
1167,404,202,3
1168,405,317,5
1169,406,281,2
1170,406,292,4
1171,407,115,1
1172,407,143,5
1173,408,276,3
1174,408,203,3
1175,408,126,4
1176,409,95,4
1177,409,128,2
1178,409,401,3
1179,409,72,2
1180,409,197,5
1181,410,447,4
1182,410,381,2
1183,410,218,5
1184,410,457,1
1185,410,498,4
1186,411,68,4
1187,411,339,2
1188,411,198,2
1189,412,475,2
1190,412,322,5
1191,412,320,1
1192,412,44,1
1193,412,90,2
1194,413,329,1
1195,413,242,4
1196,414,320,2
1197,415,147,1
1198,416,343,2
1199,416,126,4
1200,416,354,1
1201,416,443,2
1202,417,302,2
1203,417,112,5
1204,418,281,5
1205,419,176,5
1206,419,324,4
1207,419,144,3
1208,420,353,3
1209,421,124,5
1210,421,396,3
1211,422,295,4
1212,422,225,4
1213,422,78,1
1214,422,179,2
1215,422,11,2
1216,423,444,2
1217,423,350,4
1218,424,297,1
1219,425,54,3
1220,425,123,4
1221,426,150,5
1222,426,469,1
1223,426,117,1
1224,427,347,2
1225,427,436,5
1226,427,117,3
1227,428,115,2
1228,428,430,4
1229,428,499,3
1230,428,479,1
1231,428,97,5
1232,429,61,2
1233,430,37,5
1234,430,259,5
1235,430,158,2
1236,430,334,4
1237,430,403,3
1238,431,308,1
1239,431,445,2
1240,431,414,1
1241,432,199,4
1242,433,304,2
1243,433,35,3
1244,433,335,4
1245,433,450,5
1246,433,451,1
1247,434,322,3
1248,434,410,4
1249,434,15,1
1250,434,197,2
1251,435,345,4
1252,436,242,4
1253,436,72,2
1254,436,212,2
1255,437,435,5
1256,437,20,5
1257,437,223,4
1258,438,77,3
1259,438,247,2
1260,438,397,5
1261,438,449,4
1262,439,282,1
1263,439,305,4
1264,439,354,2
1265,439,249,3
1266,440,53,1
1267,440,276,5
1268,441,348,5
1269,441,452,5
1270,441,105,2
1271,441,56,2
1272,441,204,4
1273,442,485,2
1274,442,396,3
1275,442,304,2
1276,442,381,1
1277,442,191,3
1278,443,208,4
1279,443,258,2
1280,443,12,3
1281,443,493,2
1282,444,231,3
1283,444,163,2
1284,444,493,5
1285,444,199,5
1286,445,192,2
1287,446,410,2
1288,447,61,3
1289,447,5,4
1290,447,417,1
1291,447,9,3
1292,448,2,1
1293,449,461,5
1294,450,175,5
1295,450,2,4
1296,450,24,2
1297,450,320,4
1298,450,412,3
1299,451,74,4
1300,451,231,3
1301,451,53,2
1302,451,214,1
1303,452,294,3
1304,452,126,3
1305,452,473,1
1306,453,432,2
1307,453,255,2
1308,453,375,5
1309,454,134,4
1310,454,95,3
1311,454,129,2
1312,454,408,3
1313,455,302,3
1314,455,50,5
1315,455,320,4
1316,455,440,3
1317,455,298,4
1318,456,46,3
1319,456,295,4
1320,456,273,3
1321,457,109,4
1322,457,468,1
1323,457,381,2
1324,457,57,2
1325,458,339,3
1326,458,284,5
1327,458,262,5
1328,458,302,4
1329,458,462,5
1330,459,156,4
1331,459,54,2
1332,459,356,4
1333,459,448,2
1334,459,468,3
1335,460,266,2
1336,460,283,5
1337,461,348,5
1338,462,441,1
1339,462,110,3
1340,463,340,1
1341,463,447,2
1342,464,77,2
1343,464,21,5
1344,464,6,5
1345,465,16,5
1346,465,149,5
1347,465,83,1
1348,465,344,5
1349,465,213,4
1350,466,89,4
1351,466,454,4
1352,466,162,1
1353,466,122,5
1354,466,134,5
1355,467,452,3
1356,467,339,1
1357,467,259,4
1358,467,384,1
1359,468,35,2
1360,468,128,1
1361,468,61,4
1362,468,334,5
1363,469,340,5
1364,469,370,1
1365,469,421,4
1366,469,274,2
1367,469,368,4
1368,470,480,4
1369,470,207,3
1370,470,314,2
1371,470,261,2
1372,471,450,2
1373,471,472,5
1374,472,156,4
1375,472,499,1
1376,472,160,1
1377,473,291,3
1378,473,374,3
1379,473,389,5
1380,473,491,3
1381,474,419,1
1382,474,35,4
1383,474,349,1
1384,474,493,3
1385,475,486,1
1386,475,132,3
1387,475,330,2
1388,475,359,4
1389,475,159,1
1390,476,172,5
1391,476,438,2
1392,476,37,1
1393,477,78,5
1394,477,49,1
1395,478,412,3
1396,478,243,5
1397,478,414,1
1398,478,21,3
1399,479,428,4
1400,479,56,2
1401,479,6,4
1402,479,30,1
1403,480,482,3
1404,480,195,1
1405,480,263,4
1406,480,350,3
1407,481,329,4
1408,482,18,3
1409,482,450,5
1410,482,27,3
1411,483,178,2
1412,483,53,5
1413,483,371,2
1414,484,401,2
1415,484,72,5
1416,484,319,5
1417,484,134,5
1418,485,57,4
1419,486,414,5
1420,486,391,4
1421,486,146,2
1422,486,416,3
1423,487,383,5
1424,487,127,3
1425,487,408,4
1426,487,80,3
1427,487,162,5
1428,488,319,2
1429,488,56,2
1430,488,386,4
1431,489,298,2
1432,489,297,2
1433,489,396,3
1434,490,404,2
1435,490,283,5
1436,490,96,5
1437,491,258,4
1438,492,204,5
1439,493,197,3
1440,493,382,4
1441,493,225,5
1442,494,342,2
1443,494,386,3
1444,494,70,4
1445,494,385,4
1446,494,310,5
1447,495,242,2
1448,496,241,4
1449,496,340,3
1450,496,293,1
1451,497,48,3
1452,497,166,4
1453,498,217,4
1454,498,256,2
1455,499,112,4
1456,500,222,2
1457,501,146,3
1458,501,421,4
1459,501,363,2
1460,501,303,4
1461,501,142,2
1462,502,182,4
1463,502,166,4
1464,502,342,5
1465,503,300,3
1466,503,274,1
1467,503,396,1
1468,503,467,5
1469,503,256,3
1470,504,304,2
1471,504,440,4
1472,504,128,2
1473,504,346,5
1474,504,104,5
1475,505,16,3
1476,505,35,4
1477,505,160,1
1478,505,483,3
1479,506,294,1
1480,506,352,5
1481,506,235,3
1482,506,254,3
1483,506,338,3
1484,507,187,3
1485,507,357,1
1486,507,316,5
1487,507,202,4
1488,507,41,4
1489,508,44,3
1490,508,471,1
1491,508,261,2
1492,509,130,2
1493,509,422,3
1494,509,15,2
1495,509,167,5
1496,510,432,2
1497,510,90,4
1498,511,301,1
1499,511,359,3
1500,511,249,4
1501,511,98,2
1502,512,262,4
1503,513,173,2
1504,513,418,2
1505,513,488,4
1506,514,424,4
1507,515,40,5
1508,515,240,2
1509,515,416,5
1510,515,132,3
1511,515,294,3
1512,516,86,5
1513,516,229,1
1514,517,411,3
1515,517,6,4
1516,517,182,1
1517,517,161,1
1518,517,403,4
1519,518,271,1
1520,518,249,2
1521,518,493,5
1522,518,122,4
1523,518,411,2
1524,519,418,3
1525,520,332,4
1526,520,127,3
1527,520,120,1
1528,520,471,5
1529,521,209,2
1530,521,76,4
1531,521,386,1
1532,521,279,2
1533,522,282,4
1534,522,91,2
1535,522,474,1
1536,522,388,1
1537,522,424,5
1538,523,386,2
1539,523,280,3
1540,523,234,3
1541,523,465,1
1542,524,253,5
1543,524,395,5
1544,524,377,1
1545,524,130,4
1546,525,78,2
1547,525,477,5
1548,525,6,1
1549,525,143,2
1550,525,111,4
1551,526,112,4
1552,526,58,3
1553,526,388,2
1554,526,234,4
1555,527,310,2
1556,527,500,4
1557,527,329,5
1558,527,393,5
1559,527,136,4
1560,528,139,4
1561,528,71,3
1562,529,401,4
1563,529,42,3
1564,529,140,1
1565,529,13,3
1566,529,356,5
1567,530,424,5
1568,531,110,3
1569,531,56,4
1570,531,219,1
1571,532,313,3
1572,532,460,5
1573,532,325,5
1574,533,174,1
1575,533,98,4
1576,533,360,2
1577,533,139,2
1578,534,326,5
1579,534,152,5
1580,534,177,5
1581,534,193,2
1582,534,423,2
1583,535,432,1
1584,535,269,4
1585,536,429,1
1586,537,96,5
1587,537,74,1
1588,537,480,5
1589,537,425,3
1590,537,428,1
1591,538,104,5
1592,538,132,4
1593,539,184,2
1594,539,327,2
1595,539,324,4
1596,539,316,4
1597,540,119,3
1598,540,183,3
1599,540,264,3
1600,540,283,5
1601,540,436,1
1602,541,210,1
1603,541,250,2
1604,541,325,5
1605,541,443,2
1606,541,269,2
1607,542,445,1
1608,543,209,4
1609,543,415,3
1610,543,366,4
1611,543,256,3
1612,543,398,5
1613,544,455,3
1614,544,125,4
1615,545,127,2
1616,545,266,5
1617,545,265,2
1618,545,344,2
1619,546,5,5
1620,546,205,4
1621,546,478,4
1622,546,348,4
1623,547,121,3
1624,547,17,2
1625,547,273,5
1626,547,417,5
1627,548,465,4
1628,548,31,1
1629,548,231,2
1630,549,222,1
1631,549,277,1
1632,550,446,2
1633,550,217,4
1634,550,402,2
1635,551,381,1
1636,551,10,3
1637,552,193,1
1638,552,37,3
1639,552,67,5
1640,553,376,2
1641,554,275,4
1642,554,335,4
1643,555,54,5
1644,555,340,3
1645,556,429,5
1646,557,418,2
1647,557,294,4
1648,557,491,3
1649,558,61,5
1650,559,359,5
1651,559,482,1
1652,559,490,2
1653,560,93,2
1654,561,166,2
1655,562,342,5
1656,563,292,4
1657,564,80,3
1658,565,80,3
1659,565,32,2
1660,565,488,3
1661,565,58,5
1662,565,282,4
